"Action","Source address","Destination address","Port","Protocol"
"0","192.168.1.10","172.160.2.13","110","17"
"1","172.160.2.20","172.160.2.96","21","6"
"0","203.222.201.6","172.160.2.251","23","6"
"1","203.222.201.141","203.222.201.244","21","6"
"1","172.160.2.237","172.160.2.222","110","17"
"0","192.168.1.78","203.222.201.142","53","17"
"1","203.222.201.64","203.222.201.131","21","6"
"0","203.222.201.230","192.168.1.171","25","6"
"0","172.160.2.170","203.222.201.160","21","6"
"1","203.222.201.52","203.222.201.6","53","17"
"0","172.160.2.250","203.222.201.184","21","6"
"1","192.168.1.249","192.168.1.70","53","17"
"0","172.160.2.57","192.168.1.74","22","6"
"1","172.160.2.185","172.160.2.160","23","6"
"0","172.160.2.39","203.222.201.110","21","6"
"0","192.168.1.16","203.222.201.72","110","17"
"1","172.160.2.14","172.160.2.138","53","17"
"1","192.168.1.95","192.168.1.170","25","6"
"1","172.160.2.53","172.160.2.119","23","6"
"1","203.222.201.123","203.222.201.105","80","6"
"1","192.168.1.254","203.222.201.153","25","6"
"1","203.222.201.137","203.222.201.158","110","17"
"0","172.160.2.112","192.168.1.90","53","17"
"0","203.222.201.103","172.160.2.192","80","6"
"0","192.168.1.214","172.160.2.95","53","17"
"1","172.160.2.94","172.160.2.151","25","6"
"1","172.160.2.191","172.160.2.185","110","17"
"1","172.160.2.209","172.160.2.144","21","6"
"1","203.222.201.226","203.222.201.82","21","6"
"1","203.222.201.124","172.160.2.62","53","17"
"1","172.160.2.133","172.160.2.37","80","6"
"1","203.222.201.127","203.222.201.216","80","6"
"0","203.222.201.114","172.160.2.142","22","6"
"0","203.222.201.40","172.160.2.181","23","6"
"1","203.222.201.247","203.222.201.247","110","17"
"1","192.168.1.75","192.168.1.62","25","6"
"0","172.160.2.152","192.168.1.138","21","6"
"0","192.168.1.244","203.222.201.162","53","17"
"0","172.160.2.203","192.168.1.117","53","17"
"1","192.168.1.188","192.168.1.182","25","6"
"1","172.160.2.104","172.160.2.88","110","17"
"0","203.222.201.183","192.168.1.128","21","6"
"0","203.222.201.12","192.168.1.47","22","6"
"1","172.160.2.155","172.160.2.11","22","6"
"0","192.168.1.107","203.222.201.242","80","6"
"0","192.168.1.97","203.222.201.150","23","6"
"0","192.168.1.62","203.222.201.124","110","17"
"1","203.222.201.214","203.222.201.216","23","6"
"1","192.168.1.61","192.168.1.41","21","6"
"0","192.168.1.102","203.222.201.133","110","17"
"0","203.222.201.167","192.168.1.37","110","17"
"0","192.168.1.99","172.160.2.122","22","6"
"1","203.222.201.131","203.222.201.46","25","6"
"1","172.160.2.50","172.160.2.132","80","6"
"0","172.160.2.119","203.222.201.225","53","17"
"1","172.160.2.215","172.160.2.66","110","17"
"0","172.160.2.39","203.222.201.93","21","6"
"0","172.160.2.61","192.168.1.51","22","6"
"0","172.160.2.63","192.168.1.221","110","17"
"1","192.168.1.4","192.168.1.53","53","17"
"0","192.168.1.109","203.222.201.102","23","6"
"0","192.168.1.78","172.160.2.113","80","6"
"0","172.160.2.235","203.222.201.22","25","6"
"0","203.222.201.12","192.168.1.236","23","6"
"1","192.168.1.197","192.168.1.145","21","6"
"0","203.222.201.230","172.160.2.48","22","6"
"1","172.160.2.162","172.160.2.133","22","6"
"0","192.168.1.125","203.222.201.32","22","6"
"1","172.160.2.201","172.160.2.52","53","17"
"1","192.168.1.167","192.168.1.146","25","6"
"0","203.222.201.96","192.168.1.93","53","17"
"1","203.222.201.162","203.222.201.93","110","17"
"0","203.222.201.250","192.168.1.103","110","17"
"1","203.222.201.227","203.222.201.71","25","6"
"1","192.168.1.222","192.168.1.125","23","6"
"0","172.160.2.124","203.222.201.143","22","6"
"1","192.168.1.131","192.168.1.16","23","6"
"0","192.168.1.37","203.222.201.50","80","6"
"0","192.168.1.195","203.222.201.215","80","6"
"0","203.222.201.184","192.168.1.40","23","6"
"1","192.168.1.163","192.168.1.104","25","6"
"1","172.160.2.186","192.168.1.163","23","6"
"1","192.168.1.118","203.222.201.248","25","6"
"0","203.222.201.170","192.168.1.25","25","6"
"0","203.222.201.36","172.160.2.205","25","6"
"1","172.160.2.204","172.160.2.75","53","17"
"1","172.160.2.179","172.160.2.233","53","17"
"0","172.160.2.76","192.168.1.247","22","6"
"1","192.168.1.52","203.222.201.239","21","6"
"0","172.160.2.82","192.168.1.89","25","6"
"0","172.160.2.52","203.222.201.242","21","6"
"0","192.168.1.239","172.160.2.205","25","6"
"1","192.168.1.40","192.168.1.60","80","6"
"0","172.160.2.134","203.222.201.101","80","6"
"0","172.160.2.19","203.222.201.254","22","6"
"0","192.168.1.40","203.222.201.82","23","6"
"0","203.222.201.82","172.160.2.125","110","17"
"0","203.222.201.228","192.168.1.33","110","17"
"0","192.168.1.202","203.222.201.25","80","6"
"1","192.168.1.44","192.168.1.67","25","6"
"0","203.222.201.203","192.168.1.136","21","6"
"1","192.168.1.124","203.222.201.193","25","6"
"0","172.160.2.102","203.222.201.75","80","6"
"1","192.168.1.89","192.168.1.59","22","6"
"1","192.168.1.220","192.168.1.166","53","17"
"1","172.160.2.106","172.160.2.210","21","6"
"0","192.168.1.221","172.160.2.22","80","6"
"1","172.160.2.168","172.160.2.80","23","6"
"0","192.168.1.184","203.222.201.224","110","17"
"0","192.168.1.225","172.160.2.125","23","6"
"0","203.222.201.222","192.168.1.30","23","6"
"0","192.168.1.41","172.160.2.37","21","6"
"0","192.168.1.179","203.222.201.36","53","17"
"0","172.160.2.178","192.168.1.122","80","6"
"0","172.160.2.59","192.168.1.253","53","17"
"1","192.168.1.52","203.222.201.147","21","6"
"0","192.168.1.68","172.160.2.147","22","6"
"1","203.222.201.234","203.222.201.113","21","6"
"1","192.168.1.29","192.168.1.132","25","6"
"1","192.168.1.141","192.168.1.247","110","17"
"1","192.168.1.136","203.222.201.189","25","6"
"0","192.168.1.27","172.160.2.126","110","17"
"1","203.222.201.7","203.222.201.192","23","6"
"1","192.168.1.99","192.168.1.168","23","6"
"0","192.168.1.246","172.160.2.99","110","17"
"1","192.168.1.218","192.168.1.67","110","17"
"0","203.222.201.16","172.160.2.220","23","6"
"1","203.222.201.167","203.222.201.200","23","6"
"1","192.168.1.27","192.168.1.53","23","6"
"1","172.160.2.204","172.160.2.154","80","6"
"0","203.222.201.91","172.160.2.169","22","6"
"0","172.160.2.230","192.168.1.122","21","6"
"1","172.160.2.120","172.160.2.43","21","6"
"1","192.168.1.240","192.168.1.73","53","17"
"1","172.160.2.222","192.168.1.41","23","6"
"0","172.160.2.89","203.222.201.42","21","6"
"0","172.160.2.75","192.168.1.63","80","6"
"1","203.222.201.80","203.222.201.200","21","6"
"1","203.222.201.11","203.222.201.73","53","17"
"1","172.160.2.185","192.168.1.99","23","6"
"0","172.160.2.237","203.222.201.238","25","6"
"1","192.168.1.71","192.168.1.199","25","6"
"0","203.222.201.7","192.168.1.226","25","6"
"0","192.168.1.11","203.222.201.188","80","6"
"1","192.168.1.54","192.168.1.249","21","6"
"0","192.168.1.14","172.160.2.93","53","17"
"0","172.160.2.164","203.222.201.191","25","6"
"0","203.222.201.89","172.160.2.78","22","6"
"1","192.168.1.215","203.222.201.52","25","6"
"1","203.222.201.143","203.222.201.204","22","6"
"0","172.160.2.157","192.168.1.11","80","6"
"0","203.222.201.110","172.160.2.26","110","17"
"1","203.222.201.92","203.222.201.228","25","6"
"0","203.222.201.141","192.168.1.143","22","6"
"0","172.160.2.94","203.222.201.100","110","17"
"0","172.160.2.151","192.168.1.16","22","6"
"0","172.160.2.250","192.168.1.139","22","6"
"1","172.160.2.77","172.160.2.8","23","6"
"1","192.168.1.40","192.168.1.40","53","17"
"0","172.160.2.187","203.222.201.42","23","6"
"0","192.168.1.21","203.222.201.167","22","6"
"0","203.222.201.79","172.160.2.205","80","6"
"1","172.160.2.2","172.160.2.88","110","17"
"1","192.168.1.204","203.222.201.80","25","6"
"1","203.222.201.21","203.222.201.162","21","6"
"1","192.168.1.233","192.168.1.188","22","6"
"1","172.160.2.14","172.160.2.213","21","6"
"1","192.168.1.92","192.168.1.235","110","17"
"1","172.160.2.50","172.160.2.24","22","6"
"1","192.168.1.13","192.168.1.203","23","6"
"1","203.222.201.44","203.222.201.91","21","6"
"1","203.222.201.245","203.222.201.90","23","6"
"1","203.222.201.49","203.222.201.209","21","6"
"0","203.222.201.46","172.160.2.57","23","6"
"0","203.222.201.178","192.168.1.199","22","6"
"0","203.222.201.225","172.160.2.94","80","6"
"1","192.168.1.23","192.168.1.62","25","6"
"1","172.160.2.58","172.160.2.243","22","6"
"0","192.168.1.189","203.222.201.147","53","17"
"1","192.168.1.204","192.168.1.2","21","6"
"0","203.222.201.241","192.168.1.241","23","6"
"0","203.222.201.224","172.160.2.38","80","6"
"1","203.222.201.198","203.222.201.162","53","17"
"0","203.222.201.83","172.160.2.139","80","6"
"0","192.168.1.218","172.160.2.177","23","6"
"1","203.222.201.45","203.222.201.236","25","6"
"1","172.160.2.147","172.160.2.225","25","6"
"0","192.168.1.165","203.222.201.90","22","6"
"0","192.168.1.196","203.222.201.18","110","17"
"1","172.160.2.251","172.160.2.138","21","6"
"1","203.222.201.212","203.222.201.95","23","6"
"0","192.168.1.117","203.222.201.254","22","6"
"0","203.222.201.191","172.160.2.124","80","6"
"1","172.160.2.147","192.168.1.191","23","6"
"1","192.168.1.103","203.222.201.230","25","6"
"1","192.168.1.113","192.168.1.198","80","6"
"0","172.160.2.74","203.222.201.199","80","6"
"1","192.168.1.164","192.168.1.67","80","6"
"1","203.222.201.16","203.222.201.241","80","6"
"1","203.222.201.6","203.222.201.243","21","6"
"1","192.168.1.80","192.168.1.31","80","6"
"0","192.168.1.126","172.160.2.134","23","6"
"0","203.222.201.203","192.168.1.16","80","6"
"0","172.160.2.72","192.168.1.134","53","17"
"0","192.168.1.131","172.160.2.217","53","17"
"1","192.168.1.115","192.168.1.172","23","6"
"1","172.160.2.247","172.160.2.164","22","6"
"1","192.168.1.163","192.168.1.80","23","6"
"0","192.168.1.231","172.160.2.158","21","6"
"1","192.168.1.166","192.168.1.13","22","6"
"0","192.168.1.200","172.160.2.56","25","6"
"0","172.160.2.87","192.168.1.128","80","6"
"1","172.160.2.250","172.160.2.220","25","6"
"1","192.168.1.71","192.168.1.82","53","17"
"0","172.160.2.99","203.222.201.38","21","6"
"0","192.168.1.218","172.160.2.245","23","6"
"1","203.222.201.91","203.222.201.220","110","17"
"0","192.168.1.43","172.160.2.246","53","17"
"0","203.222.201.193","192.168.1.1","110","17"
"1","203.222.201.197","203.222.201.68","21","6"
"1","172.160.2.94","172.160.2.211","110","17"
"1","192.168.1.22","203.222.201.134","25","6"
"0","172.160.2.61","203.222.201.87","80","6"
"0","192.168.1.156","172.160.2.158","22","6"
"0","203.222.201.77","192.168.1.70","53","17"
"0","203.222.201.240","192.168.1.113","21","6"
"0","192.168.1.86","172.160.2.49","80","6"
"1","172.160.2.2","172.160.2.117","80","6"
"0","172.160.2.191","192.168.1.136","53","17"
"1","172.160.2.74","172.160.2.210","80","6"
"0","172.160.2.110","192.168.1.204","21","6"
"0","172.160.2.82","192.168.1.215","25","6"
"0","203.222.201.196","192.168.1.173","80","6"
"0","172.160.2.30","192.168.1.117","21","6"
"1","192.168.1.44","192.168.1.114","21","6"
"1","192.168.1.42","192.168.1.127","23","6"
"0","203.222.201.106","192.168.1.113","110","17"
"0","172.160.2.8","192.168.1.55","25","6"
"0","192.168.1.131","203.222.201.69","23","6"
"0","192.168.1.183","172.160.2.85","25","6"
"0","192.168.1.229","172.160.2.238","53","17"
"0","203.222.201.18","172.160.2.67","110","17"
"0","203.222.201.210","192.168.1.56","110","17"
"1","172.160.2.232","172.160.2.138","23","6"
"0","192.168.1.240","172.160.2.125","21","6"
"1","203.222.201.81","203.222.201.91","22","6"
"0","203.222.201.233","172.160.2.27","21","6"
"1","203.222.201.33","203.222.201.236","110","17"
"1","172.160.2.6","172.160.2.24","53","17"
"0","203.222.201.134","172.160.2.208","21","6"
"1","172.160.2.123","192.168.1.176","23","6"
"0","203.222.201.93","172.160.2.191","22","6"
"0","203.222.201.87","192.168.1.99","21","6"
"1","172.160.2.252","172.160.2.69","53","17"
"0","203.222.201.126","192.168.1.82","23","6"
"0","192.168.1.20","172.160.2.159","80","6"
"0","192.168.1.139","172.160.2.245","22","6"
"1","172.160.2.59","172.160.2.32","22","6"
"1","203.222.201.149","203.222.201.107","23","6"
"0","203.222.201.127","172.160.2.103","23","6"
"0","172.160.2.201","203.222.201.184","22","6"
"1","172.160.2.67","172.160.2.252","80","6"
"1","192.168.1.131","192.168.1.127","22","6"
"0","192.168.1.78","172.160.2.133","21","6"
"0","192.168.1.17","172.160.2.200","22","6"
"0","203.222.201.150","172.160.2.195","21","6"
"1","203.222.201.86","203.222.201.158","110","17"
"0","172.160.2.136","203.222.201.192","25","6"
"0","192.168.1.227","203.222.201.95","22","6"
"0","192.168.1.2","172.160.2.56","21","6"
"1","192.168.1.76","203.222.201.248","25","6"
"0","203.222.201.250","172.160.2.138","23","6"
"1","192.168.1.51","192.168.1.37","53","17"
"1","203.222.201.59","203.222.201.136","53","17"
"0","172.160.2.230","192.168.1.155","21","6"
"0","192.168.1.25","172.160.2.177","22","6"
"0","172.160.2.210","203.222.201.120","25","6"
"0","203.222.201.161","192.168.1.3","21","6"
"0","192.168.1.179","172.160.2.166","53","17"
"0","192.168.1.104","172.160.2.127","21","6"
"1","203.222.201.173","203.222.201.85","22","6"
"0","192.168.1.111","172.160.2.221","23","6"
"1","192.168.1.39","192.168.1.16","53","17"
"0","172.160.2.123","203.222.201.209","22","6"
"0","203.222.201.113","192.168.1.103","21","6"
"1","203.222.201.158","203.222.201.13","22","6"
"0","172.160.2.241","192.168.1.23","53","17"
"0","203.222.201.179","172.160.2.243","25","6"
"0","192.168.1.94","203.222.201.236","22","6"
"0","172.160.2.134","203.222.201.48","110","17"
"0","203.222.201.211","192.168.1.235","22","6"
"1","192.168.1.250","203.222.201.244","21","6"
"0","203.222.201.135","172.160.2.174","110","17"
"1","192.168.1.129","192.168.1.168","23","6"
"0","172.160.2.127","192.168.1.211","25","6"
"1","172.160.2.46","172.160.2.186","22","6"
"1","192.168.1.101","203.222.201.96","21","6"
"0","203.222.201.192","172.160.2.229","80","6"
"0","172.160.2.137","192.168.1.113","53","17"
"1","203.222.201.205","172.160.2.139","53","17"
"0","192.168.1.200","172.160.2.134","53","17"
"1","192.168.1.221","192.168.1.209","21","6"
"0","172.160.2.153","203.222.201.190","21","6"
"0","172.160.2.58","192.168.1.54","25","6"
"0","172.160.2.134","203.222.201.192","110","17"
"0","172.160.2.140","192.168.1.131","25","6"
"1","172.160.2.117","172.160.2.229","21","6"
"0","192.168.1.10","203.222.201.23","53","17"
"0","203.222.201.28","192.168.1.106","25","6"
"0","192.168.1.167","172.160.2.223","23","6"
"1","172.160.2.178","172.160.2.76","80","6"
"0","172.160.2.6","192.168.1.21","80","6"
"0","192.168.1.62","203.222.201.58","23","6"
"1","192.168.1.4","192.168.1.252","110","17"
"0","203.222.201.128","192.168.1.74","53","17"
"0","192.168.1.208","172.160.2.178","80","6"
"1","192.168.1.220","192.168.1.91","21","6"
"0","172.160.2.42","192.168.1.149","22","6"
"1","172.160.2.164","172.160.2.141","25","6"
"0","192.168.1.209","172.160.2.107","22","6"
"0","203.222.201.182","192.168.1.97","110","17"
"0","192.168.1.169","203.222.201.151","80","6"
"0","192.168.1.18","172.160.2.139","22","6"
"1","192.168.1.190","203.222.201.124","25","6"
"0","172.160.2.10","203.222.201.81","53","17"
"0","172.160.2.108","203.222.201.52","25","6"
"0","203.222.201.163","192.168.1.140","22","6"
"0","172.160.2.145","203.222.201.75","80","6"
"0","172.160.2.27","192.168.1.99","22","6"
"1","203.222.201.141","203.222.201.127","21","6"
"0","172.160.2.203","203.222.201.89","22","6"
"0","172.160.2.66","203.222.201.118","53","17"
"0","203.222.201.185","192.168.1.173","23","6"
"0","203.222.201.33","192.168.1.10","80","6"
"0","192.168.1.51","172.160.2.174","25","6"
"0","203.222.201.137","172.160.2.15","80","6"
"1","192.168.1.248","192.168.1.15","22","6"
"0","172.160.2.52","203.222.201.39","80","6"
"0","172.160.2.27","203.222.201.107","80","6"
"0","192.168.1.140","172.160.2.219","25","6"
"1","192.168.1.202","203.222.201.140","21","6"
"0","172.160.2.73","203.222.201.103","21","6"
"1","172.160.2.254","172.160.2.215","80","6"
"0","203.222.201.190","172.160.2.168","80","6"
"0","203.222.201.136","192.168.1.221","23","6"
"0","203.222.201.115","172.160.2.17","25","6"
"0","192.168.1.32","203.222.201.101","23","6"
"0","203.222.201.235","172.160.2.157","23","6"
"1","192.168.1.233","203.222.201.199","25","6"
"1","192.168.1.95","192.168.1.156","23","6"
"1","192.168.1.231","203.222.201.200","21","6"
"1","172.160.2.18","172.160.2.131","25","6"
"1","192.168.1.77","192.168.1.147","53","17"
"1","192.168.1.126","192.168.1.136","22","6"
"0","172.160.2.251","192.168.1.207","80","6"
"1","172.160.2.7","192.168.1.247","23","6"
"0","192.168.1.152","172.160.2.61","80","6"
"1","172.160.2.50","172.160.2.195","22","6"
"0","203.222.201.124","192.168.1.160","110","17"
"0","172.160.2.66","192.168.1.73","80","6"
"0","203.222.201.196","172.160.2.227","25","6"
"0","203.222.201.238","192.168.1.66","25","6"
"1","192.168.1.13","192.168.1.97","25","6"
"0","203.222.201.103","192.168.1.177","25","6"
"0","172.160.2.171","203.222.201.25","25","6"
"0","192.168.1.180","203.222.201.242","22","6"
"0","172.160.2.102","192.168.1.73","25","6"
"0","172.160.2.114","192.168.1.244","21","6"
"0","192.168.1.14","172.160.2.240","110","17"
"1","203.222.201.159","203.222.201.11","22","6"
"0","172.160.2.141","192.168.1.170","25","6"
"1","172.160.2.204","172.160.2.198","25","6"
"0","172.160.2.239","192.168.1.108","110","17"
"0","172.160.2.241","192.168.1.134","110","17"
"0","192.168.1.24","172.160.2.51","25","6"
"1","192.168.1.86","192.168.1.37","80","6"
"1","203.222.201.210","203.222.201.40","23","6"
"1","203.222.201.168","203.222.201.114","23","6"
"0","203.222.201.199","172.160.2.212","80","6"
"0","192.168.1.48","172.160.2.216","53","17"
"0","203.222.201.240","192.168.1.239","80","6"
"1","203.222.201.200","203.222.201.246","110","17"
"0","172.160.2.23","192.168.1.139","53","17"
"0","203.222.201.238","192.168.1.136","22","6"
"0","192.168.1.140","172.160.2.33","21","6"
"0","203.222.201.173","172.160.2.84","25","6"
"0","172.160.2.224","203.222.201.189","22","6"
"0","203.222.201.123","172.160.2.36","23","6"
"1","192.168.1.95","192.168.1.242","80","6"
"0","192.168.1.60","172.160.2.96","23","6"
"0","192.168.1.157","172.160.2.222","80","6"
"1","192.168.1.151","192.168.1.248","22","6"
"0","203.222.201.147","192.168.1.199","22","6"
"0","172.160.2.19","203.222.201.188","23","6"
"0","192.168.1.93","172.160.2.196","23","6"
"1","172.160.2.66","172.160.2.205","23","6"
"0","192.168.1.132","172.160.2.13","25","6"
"0","203.222.201.228","192.168.1.155","22","6"
"1","172.160.2.96","172.160.2.23","25","6"
"1","203.222.201.190","203.222.201.59","53","17"
"1","172.160.2.215","172.160.2.40","22","6"
"0","203.222.201.46","172.160.2.26","80","6"
"1","203.222.201.48","203.222.201.112","25","6"
"0","203.222.201.180","172.160.2.220","25","6"
"1","172.160.2.195","172.160.2.8","23","6"
"1","192.168.1.158","203.222.201.61","25","6"
"0","172.160.2.140","192.168.1.242","80","6"
"0","203.222.201.123","192.168.1.69","23","6"
"1","203.222.201.58","203.222.201.163","22","6"
"0","203.222.201.82","172.160.2.105","21","6"
"1","172.160.2.49","172.160.2.84","21","6"
"0","192.168.1.140","203.222.201.146","110","17"
"1","192.168.1.119","192.168.1.145","25","6"
"1","172.160.2.75","192.168.1.58","23","6"
"0","172.160.2.171","192.168.1.61","22","6"
"0","203.222.201.238","172.160.2.67","25","6"
"0","192.168.1.193","203.222.201.189","22","6"
"0","203.222.201.177","192.168.1.206","25","6"
"1","192.168.1.10","192.168.1.233","21","6"
"0","172.160.2.40","203.222.201.175","22","6"
"0","172.160.2.62","203.222.201.61","25","6"
"1","192.168.1.195","192.168.1.60","22","6"
"1","203.222.201.74","203.222.201.143","23","6"
"0","192.168.1.180","172.160.2.116","21","6"
"0","192.168.1.68","203.222.201.17","110","17"
"0","172.160.2.38","203.222.201.212","80","6"
"1","203.222.201.63","203.222.201.198","53","17"
"0","203.222.201.98","192.168.1.142","25","6"
"0","172.160.2.116","192.168.1.148","110","17"
"1","192.168.1.250","192.168.1.218","25","6"
"0","172.160.2.241","192.168.1.108","22","6"
"0","172.160.2.197","192.168.1.162","80","6"
"0","172.160.2.122","192.168.1.240","80","6"
"0","192.168.1.32","172.160.2.182","23","6"
"0","172.160.2.235","203.222.201.73","80","6"
"0","172.160.2.125","203.222.201.78","23","6"
"1","192.168.1.119","192.168.1.108","80","6"
"1","172.160.2.176","172.160.2.251","22","6"
"0","172.160.2.113","203.222.201.123","23","6"
"1","172.160.2.50","172.160.2.205","110","17"
"1","172.160.2.214","172.160.2.48","53","17"
"0","172.160.2.146","192.168.1.242","25","6"
"0","192.168.1.44","203.222.201.167","23","6"
"0","172.160.2.60","192.168.1.47","110","17"
"0","172.160.2.233","192.168.1.206","80","6"
"1","192.168.1.217","192.168.1.237","21","6"
"1","203.222.201.194","203.222.201.152","110","17"
"0","192.168.1.213","172.160.2.103","23","6"
"0","203.222.201.116","172.160.2.107","25","6"
"0","192.168.1.168","172.160.2.210","53","17"
"1","172.160.2.218","192.168.1.23","23","6"
"0","192.168.1.105","172.160.2.85","22","6"
"1","203.222.201.31","172.160.2.110","53","17"
"1","203.222.201.46","203.222.201.27","80","6"
"1","192.168.1.4","203.222.201.99","21","6"
"1","203.222.201.17","203.222.201.254","25","6"
"1","192.168.1.4","192.168.1.43","21","6"
"0","192.168.1.8","172.160.2.76","53","17"
"0","172.160.2.233","203.222.201.234","80","6"
"0","172.160.2.166","192.168.1.137","25","6"
"1","203.222.201.191","203.222.201.114","80","6"
"0","192.168.1.142","172.160.2.114","21","6"
"1","192.168.1.1","192.168.1.102","80","6"
"0","192.168.1.127","172.160.2.66","25","6"
"0","192.168.1.58","172.160.2.16","23","6"
"0","203.222.201.6","192.168.1.13","110","17"
"0","172.160.2.34","203.222.201.32","21","6"
"1","192.168.1.17","192.168.1.221","23","6"
"1","192.168.1.20","192.168.1.144","25","6"
"0","172.160.2.237","203.222.201.51","22","6"
"0","192.168.1.49","203.222.201.171","23","6"
"0","192.168.1.115","172.160.2.103","25","6"
"0","203.222.201.254","192.168.1.59","53","17"
"0","172.160.2.178","203.222.201.227","21","6"
"1","172.160.2.147","172.160.2.179","21","6"
"1","172.160.2.139","172.160.2.160","21","6"
"0","203.222.201.84","192.168.1.92","25","6"
"0","192.168.1.107","172.160.2.220","53","17"
"0","203.222.201.203","172.160.2.239","21","6"
"1","203.222.201.101","203.222.201.181","25","6"
"1","203.222.201.59","172.160.2.227","53","17"
"1","192.168.1.212","203.222.201.10","25","6"
"0","203.222.201.24","172.160.2.117","22","6"
"1","203.222.201.218","203.222.201.196","23","6"
"0","172.160.2.196","192.168.1.139","110","17"
"1","172.160.2.114","172.160.2.215","80","6"
"1","192.168.1.179","192.168.1.138","80","6"
"0","172.160.2.195","203.222.201.63","53","17"
"1","172.160.2.230","172.160.2.34","22","6"
"1","172.160.2.33","172.160.2.247","22","6"
"1","192.168.1.249","203.222.201.102","21","6"
"1","192.168.1.90","192.168.1.119","110","17"
"0","192.168.1.24","172.160.2.160","25","6"
"0","192.168.1.254","203.222.201.214","23","6"
"1","203.222.201.252","203.222.201.187","80","6"
"0","172.160.2.134","192.168.1.230","53","17"
"0","172.160.2.198","192.168.1.62","22","6"
"0","172.160.2.35","192.168.1.130","25","6"
"0","172.160.2.190","203.222.201.184","23","6"
"0","172.160.2.233","192.168.1.241","53","17"
"0","192.168.1.9","172.160.2.157","25","6"
"0","203.222.201.188","172.160.2.110","22","6"
"0","192.168.1.169","172.160.2.93","23","6"
"0","192.168.1.6","172.160.2.140","23","6"
"0","172.160.2.140","203.222.201.95","22","6"
"0","192.168.1.11","172.160.2.78","22","6"
"0","172.160.2.50","192.168.1.40","22","6"
"0","172.160.2.236","192.168.1.210","21","6"
"0","192.168.1.91","203.222.201.219","80","6"
"1","172.160.2.152","172.160.2.225","22","6"
"0","192.168.1.87","172.160.2.215","80","6"
"0","203.222.201.51","192.168.1.71","22","6"
"1","203.222.201.103","203.222.201.65","80","6"
"0","203.222.201.62","172.160.2.15","23","6"
"1","192.168.1.55","203.222.201.103","25","6"
"0","203.222.201.117","192.168.1.108","25","6"
"0","203.222.201.91","172.160.2.83","110","17"
"0","203.222.201.162","172.160.2.192","22","6"
"1","203.222.201.229","203.222.201.28","80","6"
"0","172.160.2.24","203.222.201.143","21","6"
"0","203.222.201.164","172.160.2.71","80","6"
"1","192.168.1.200","192.168.1.108","21","6"
"0","172.160.2.133","192.168.1.191","53","17"
"0","203.222.201.145","172.160.2.58","23","6"
"1","203.222.201.238","203.222.201.105","22","6"
"1","203.222.201.57","203.222.201.124","25","6"
"1","172.160.2.221","172.160.2.50","80","6"
"1","172.160.2.11","172.160.2.181","53","17"
"0","192.168.1.233","172.160.2.190","23","6"
"0","172.160.2.63","192.168.1.54","21","6"
"0","203.222.201.42","192.168.1.28","53","17"
"0","192.168.1.242","172.160.2.148","22","6"
"0","172.160.2.107","192.168.1.179","80","6"
"1","192.168.1.243","192.168.1.154","22","6"
"0","203.222.201.139","172.160.2.188","23","6"
"0","203.222.201.80","172.160.2.128","23","6"
"0","203.222.201.40","192.168.1.251","23","6"
"1","172.160.2.191","172.160.2.3","23","6"
"0","192.168.1.159","172.160.2.15","53","17"
"0","192.168.1.234","203.222.201.225","23","6"
"0","172.160.2.104","203.222.201.120","22","6"
"0","172.160.2.142","192.168.1.110","22","6"
"0","203.222.201.204","192.168.1.187","21","6"
"1","203.222.201.152","203.222.201.246","53","17"
"1","203.222.201.70","203.222.201.185","80","6"
"1","172.160.2.59","172.160.2.156","80","6"
"0","192.168.1.159","203.222.201.53","53","17"
"0","192.168.1.253","172.160.2.54","80","6"
"0","192.168.1.127","172.160.2.34","23","6"
"0","203.222.201.56","172.160.2.87","23","6"
"0","192.168.1.198","172.160.2.102","23","6"
"0","203.222.201.198","192.168.1.158","23","6"
"1","203.222.201.78","172.160.2.43","53","17"
"0","172.160.2.77","203.222.201.47","53","17"
"0","203.222.201.184","172.160.2.233","25","6"
"0","203.222.201.97","192.168.1.153","110","17"
"0","203.222.201.21","192.168.1.171","25","6"
"1","192.168.1.126","192.168.1.166","53","17"
"0","172.160.2.240","192.168.1.234","110","17"
"0","192.168.1.156","203.222.201.155","23","6"
"0","203.222.201.162","192.168.1.200","22","6"
"0","192.168.1.131","203.222.201.19","23","6"
"1","192.168.1.109","192.168.1.19","22","6"
"0","192.168.1.87","172.160.2.216","21","6"
"1","192.168.1.187","192.168.1.83","22","6"
"1","192.168.1.1","203.222.201.247","21","6"
"1","192.168.1.1","192.168.1.125","22","6"
"0","172.160.2.70","192.168.1.105","25","6"
"1","172.160.2.41","172.160.2.169","22","6"
"0","172.160.2.63","203.222.201.241","80","6"
"0","203.222.201.131","172.160.2.196","23","6"
"1","192.168.1.144","203.222.201.172","25","6"
"0","192.168.1.140","172.160.2.179","22","6"
"0","172.160.2.71","192.168.1.65","80","6"
"0","203.222.201.101","192.168.1.54","53","17"
"1","172.160.2.182","172.160.2.104","22","6"
"0","172.160.2.80","203.222.201.232","110","17"
"1","203.222.201.104","203.222.201.246","21","6"
"0","203.222.201.33","192.168.1.67","53","17"
"0","192.168.1.251","172.160.2.201","80","6"
"1","192.168.1.93","192.168.1.13","25","6"
"0","192.168.1.66","172.160.2.36","25","6"
